,Unnamed: 0,id,carat,cut,color,clarity,depth,table,x,y,z,price
39479,39479,39479,0.39,Ideal,E,VVS2,62.7,57.0,4.63,4.7,2.92,1097
39480,39480,39480,0.9,Very Good,I,SI1,62.6,59.0,6.1,6.13,3.83,2939
39481,39481,39481,0.76,Premium,H,SI1,61.6,58.0,5.85,5.82,3.61,2198
39482,39482,39482,1.01,Premium,G,VS1,60.8,60.0,6.48,6.39,3.9,6177
39483,39483,39483,0.5,Ideal,I,VVS2,62.8,56.0,5.09,5.02,3.18,1385
39484,39484,39484,0.3,Ideal,E,VS2,61.2,56.0,4.32,4.29,2.63,844
39485,39485,39485,0.51,Ideal,F,VVS2,62.1,55.0,5.12,5.13,3.18,2319
39486,39486,39486,0.33,Ideal,G,VS2,62.4,56.0,4.43,4.46,2.77,743
39487,39487,39487,1.03,Premium,F,SI1,62.1,57.0,6.47,6.44,4.01,5366
39488,39488,39488,0.7,Very Good,G,SI1,63.3,58.0,5.59,5.62,3.55,2145
39489,39489,39489,1.03,Premium,E,VS1,62.6,59.0,6.43,6.41,4.02,7943
39490,39490,39490,1.0,Premium,E,SI2,59.2,59.0,6.54,6.51,3.85,4892
39491,39491,39491,0.31,Ideal,D,SI1,61.9,57.0,4.37,4.35,2.7,571
39492,39492,39492,2.01,Very Good,H,VS1,64.4,59.0,7.91,7.83,5.07,18115
39493,39493,39493,1.28,Ideal,H,SI1,62.0,57.0,6.97,7.03,4.32,7695
39494,39494,39494,0.7,Good,D,VS2,62.9,61.0,5.6,5.65,3.54,2762
39495,39495,39495,1.52,Premium,H,VS2,60.2,58.0,7.4,7.44,4.47,10478
39496,39496,39496,2.15,Ideal,I,SI2,61.9,55.0,8.32,8.28,5.13,11405
39497,39497,39497,0.73,Very Good,G,VS1,62.7,57.0,5.72,5.76,3.59,2733
39498,39498,39498,0.9,Premium,F,SI2,62.1,61.0,6.16,6.19,3.84,3299
39499,39499,39499,1.02,Ideal,H,SI2,60.9,56.0,6.56,6.49,3.97,4484
39500,39500,39500,0.54,Premium,F,VS2,61.4,58.0,5.24,5.21,3.2,1628
39501,39501,39501,0.72,Very Good,F,SI2,63.4,56.0,5.72,5.67,3.61,2168
39502,39502,39502,1.03,Premium,H,SI1,60.3,58.0,6.52,6.47,3.94,4764
39503,39503,39503,2.09,Ideal,G,VS2,62.2,55.0,8.16,8.21,5.08,18127
39504,39504,39504,0.58,Ideal,G,VS1,61.1,57.0,5.35,5.4,3.29,1819
39505,39505,39505,1.57,Ideal,F,VS2,61.6,55.0,7.48,7.52,4.62,14239
39506,39506,39506,0.38,Very Good,F,VS1,57.7,60.0,4.68,4.71,2.79,1046
39507,39507,39507,0.3,Ideal,E,VVS2,61.1,55.0,4.31,4.33,2.64,1013
39508,39508,39508,1.0,Very Good,H,VS1,63.7,55.0,6.34,6.3,4.03,5387
39509,39509,39509,1.67,Very Good,J,VS1,63.5,55.0,7.59,7.53,4.8,8848
39510,39510,39510,0.34,Ideal,H,VVS1,62.4,55.0,4.45,4.48,2.79,796
39511,39511,39511,0.7,Good,E,SI2,63.8,55.0,5.59,5.63,3.58,2045
39512,39512,39512,0.41,Ideal,F,VS2,61.7,56.0,4.76,4.81,2.95,863
39513,39513,39513,0.7,Ideal,F,VS2,62.3,56.0,5.68,5.65,3.53,2763
39514,39514,39514,0.51,Premium,G,VS1,61.9,58.0,5.15,5.09,3.17,1715
39515,39515,39515,0.39,Ideal,I,VVS1,62.7,57.0,4.69,4.64,2.93,903
39516,39516,39516,0.3,Premium,G,VVS2,61.3,58.0,4.32,4.29,2.64,665
39517,39517,39517,1.0,Very Good,H,SI1,63.2,62.0,6.31,6.35,4.0,4727
39518,39518,39518,0.3,Ideal,E,SI1,61.7,55.0,4.31,4.36,2.67,499
39519,39519,39519,0.33,Very Good,I,SI1,62.7,56.0,4.41,4.45,2.77,440
39520,39520,39520,1.53,Very Good,E,SI1,62.4,55.0,7.37,7.42,4.61,11294
39521,39521,39521,0.34,Ideal,I,VS1,62.2,57.0,4.47,4.51,2.79,648
39522,39522,39522,1.51,Premium,G,VS2,62.7,61.0,7.28,7.22,4.54,10851
39523,39523,39523,1.52,Ideal,H,SI1,62.7,57.0,7.36,7.32,4.6,8512
39524,39524,39524,0.51,Good,F,SI2,63.3,55.0,5.11,5.13,3.24,1173
39525,39525,39525,0.52,Very Good,E,SI1,62.0,58.0,5.11,5.15,3.17,1315
39526,39526,39526,0.41,Ideal,G,VS2,61.1,56.0,4.8,4.82,2.94,827
39527,39527,39527,0.93,Premium,G,VS2,62.5,59.0,6.24,6.19,3.88,4235
39528,39528,39528,0.3,Ideal,G,VVS1,61.6,56.0,4.28,4.31,2.65,847
39529,39529,39529,0.4,Premium,D,SI2,61.1,58.0,4.76,4.73,2.9,855
39530,39530,39530,0.71,Ideal,F,VS1,62.0,56.0,5.71,5.66,3.52,3710
39531,39531,39531,0.72,Ideal,G,SI1,61.3,56.0,5.78,5.81,3.56,3004
39532,39532,39532,1.23,Ideal,E,SI1,62.2,57.0,6.85,6.89,4.27,6841
39533,39533,39533,0.37,Ideal,G,SI1,61.2,55.0,4.64,4.67,2.85,573
39534,39534,39534,0.72,Premium,F,VS2,61.4,59.0,5.77,5.74,3.53,2737
39535,39535,39535,2.01,Very Good,E,VS2,62.4,59.0,7.86,7.98,4.95,13853
39536,39536,39536,1.29,Premium,D,VS2,61.4,58.0,6.98,6.95,4.28,10291
39537,39537,39537,0.27,Ideal,H,VS1,61.8,55.0,4.16,4.19,2.58,498
39538,39538,39538,1.02,Premium,E,SI1,58.6,59.0,6.62,6.59,3.86,5174
39539,39539,39539,0.32,Ideal,G,VVS1,61.6,55.0,4.41,4.43,2.72,814
39540,39540,39540,0.53,Ideal,G,VS1,61.3,57.0,5.21,5.23,3.21,1688
39541,39541,39541,0.31,Very Good,D,VS2,62.1,57.0,4.33,4.36,2.7,805
39542,39542,39542,0.42,Premium,F,SI1,61.1,57.0,4.84,4.81,2.95,992
39543,39543,39543,1.01,Ideal,F,SI1,60.6,57.0,6.48,6.51,3.94,5739
39544,39544,39544,0.28,Very Good,G,VVS1,60.8,56.0,4.21,4.23,2.56,607
39545,39545,39545,0.37,Premium,E,SI1,61.0,60.0,4.63,4.68,2.83,833
39546,39546,39546,0.32,Ideal,G,SI1,63.0,56.0,4.36,4.31,2.72,612
39547,39547,39547,0.41,Ideal,F,VVS1,61.7,57.0,4.71,4.77,2.93,1148
39548,39548,39548,0.72,Ideal,I,SI1,61.6,54.0,5.72,5.75,3.53,2202
39549,39549,39549,1.0,Very Good,H,SI1,59.9,63.0,6.49,6.52,3.88,4240
39550,39550,39550,0.7,Good,F,SI1,63.8,58.0,5.57,5.63,3.56,2106
39551,39551,39551,0.9,Ideal,H,VS1,60.0,57.0,6.23,6.25,3.73,4401
39552,39552,39552,0.34,Ideal,H,SI1,61.4,54.0,4.54,4.5,2.77,648
39553,39553,39553,0.56,Premium,D,VS2,62.1,58.0,5.25,5.28,3.27,1864
39554,39554,39554,2.01,Premium,H,VS1,60.3,61.0,8.07,7.94,4.88,18215
39555,39555,39555,0.5,Very Good,D,SI1,63.3,58.0,5.06,5.01,3.18,1443
39556,39556,39556,0.32,Ideal,F,VS2,61.9,56.0,4.33,4.37,2.69,645
39557,39557,39557,0.3,Ideal,G,VVS1,62.0,57.0,4.31,4.34,2.68,789
39558,39558,39558,0.31,Ideal,G,IF,61.6,56.0,4.35,4.37,2.68,925
39559,39559,39559,1.57,Premium,I,I1,62.2,61.0,7.42,7.46,4.63,6435
39560,39560,39560,0.94,Very Good,I,SI2,62.9,57.0,6.17,6.23,3.9,3211
39561,39561,39561,0.4,Ideal,G,VVS2,62.0,54.0,4.73,4.76,2.94,984
39562,39562,39562,0.58,Ideal,I,VS1,62.6,57.0,5.31,5.34,3.33,1086
39563,39563,39563,1.25,Ideal,G,VS2,60.0,57.0,7.03,6.97,4.2,8940
39564,39564,39564,1.01,Very Good,H,SI1,60.6,63.0,6.47,6.51,3.94,4785
39565,39565,39565,0.39,Ideal,G,VS1,61.3,57.0,4.71,4.69,2.88,825
39566,39566,39566,0.5,Premium,G,VS1,61.2,58.0,5.15,5.1,3.13,1630
39567,39567,39567,1.24,Ideal,G,VS1,61.5,57.0,6.94,6.89,4.25,10090
39568,39568,39568,0.3,Premium,G,IF,61.9,60.0,4.31,4.27,2.65,924
39569,39569,39569,0.43,Ideal,E,VS2,59.8,57.0,4.93,4.88,2.92,1008
39570,39570,39570,0.71,Very Good,F,VS2,63.1,56.0,5.68,5.65,3.58,2762
39571,39571,39571,1.25,Premium,F,VS1,61.8,60.0,6.94,6.89,4.28,9471
39572,39572,39572,0.31,Very Good,G,SI1,62.9,54.0,4.3,4.34,2.72,462
39573,39573,39573,1.01,Very Good,H,SI1,60.0,58.0,6.49,6.46,3.88,4546
39574,39574,39574,0.36,Premium,F,VS2,62.5,56.0,4.55,4.52,2.83,770
39575,39575,39575,1.01,Premium,E,VS2,61.9,59.0,6.42,6.46,3.98,7147
39576,39576,39576,1.14,Ideal,F,SI1,62.7,56.0,6.64,6.67,4.18,5487
39577,39577,39577,1.02,Ideal,F,VVS1,62.2,57.0,6.45,6.48,4.02,10693
39578,39578,39578,0.9,Premium,D,SI2,61.5,59.0,6.18,6.12,3.79,4077
39579,39579,39579,0.53,Ideal,E,VS2,61.8,55.0,5.21,5.22,3.23,1600
39580,39580,39580,1.32,Premium,J,SI2,62.0,60.0,7.0,6.95,4.32,5351
39581,39581,39581,1.03,Premium,G,SI1,62.3,60.0,6.44,6.42,4.01,4855
39582,39582,39582,1.1,Ideal,F,VS2,62.5,57.0,6.62,6.56,4.13,6303
39583,39583,39583,0.4,Premium,I,VVS2,60.5,58.0,4.76,4.74,2.88,945
39584,39584,39584,1.21,Very Good,H,SI1,63.4,58.0,6.7,6.73,4.25,6263
39585,39585,39585,0.41,Ideal,E,VVS2,61.4,56.0,4.8,4.83,2.96,1088
39586,39586,39586,1.09,Very Good,G,VS2,62.8,57.0,6.5,6.53,4.1,6659
39587,39587,39587,0.71,Very Good,G,SI1,59.9,60.0,5.82,5.78,3.49,2446
39588,39588,39588,0.3,Ideal,H,IF,61.5,57.0,4.32,4.36,2.67,764
39589,39589,39589,0.32,Ideal,E,VS2,61.6,56.0,4.42,4.39,2.71,900
39590,39590,39590,0.71,Ideal,E,SI1,62.6,56.0,5.68,5.7,3.56,2578
39591,39591,39591,0.4,Premium,E,SI1,60.3,62.0,4.8,4.78,2.88,882
39592,39592,39592,1.2,Premium,G,VS1,61.9,58.0,6.78,6.71,4.19,8709
39593,39593,39593,0.31,Ideal,E,VS2,61.9,56.0,4.32,4.37,2.69,680
39594,39594,39594,1.31,Very Good,H,SI1,62.0,57.0,6.97,7.01,4.33,5937
39595,39595,39595,1.58,Premium,J,VS1,61.0,59.0,7.52,7.46,4.57,8110
39596,39596,39596,0.3,Premium,J,VS1,61.6,60.0,4.32,4.29,2.65,506
39597,39597,39597,0.74,Ideal,E,VS1,62.3,55.0,5.73,5.77,3.58,3416
39598,39598,39598,1.0,Good,E,SI2,61.1,65.0,6.42,6.37,3.9,4158
39599,39599,39599,0.41,Ideal,D,VS1,59.2,57.0,4.85,4.8,2.85,1179
39600,39600,39600,0.4,Ideal,E,SI2,62.1,56.0,4.75,4.7,2.93,631
39601,39601,39601,2.06,Ideal,I,SI1,60.3,57.0,8.24,8.26,4.96,13732
39602,39602,39602,1.0,Premium,F,VS1,62.1,58.0,6.42,6.35,3.96,6487
39603,39603,39603,1.16,Premium,F,VS2,62.2,59.0,6.69,6.73,4.18,7532
39604,39604,39604,0.7,Very Good,E,SI1,63.3,58.0,5.62,5.59,3.56,2288
39605,39605,39605,0.57,Ideal,D,VVS2,61.6,56.0,5.3,5.36,3.28,2719
39606,39606,39606,1.01,Premium,E,SI1,62.5,58.0,6.48,6.4,4.02,5778
39607,39607,39607,0.9,Very Good,G,SI1,63.1,56.0,6.17,6.12,3.88,3884
39608,39608,39608,0.53,Premium,F,VVS2,60.7,59.0,5.26,5.22,3.18,2160
39609,39609,39609,0.26,Ideal,E,VVS2,62.9,58.0,4.01,4.05,2.53,554
39610,39610,39610,0.31,Ideal,H,VVS2,61.8,54.0,4.35,4.37,2.69,625
39611,39611,39611,0.33,Ideal,G,IF,62.1,54.0,4.46,4.42,2.76,984
39612,39612,39612,0.31,Ideal,H,VS2,61.8,54.0,4.41,4.43,2.73,539
39613,39613,39613,1.07,Ideal,H,SI1,59.8,57.0,6.66,6.7,4.01,5543
39614,39614,39614,1.28,Ideal,H,SI2,60.8,57.0,7.02,7.07,4.29,6118
39615,39615,39615,0.3,Ideal,I,VVS2,61.2,55.0,4.33,4.36,2.66,675
39616,39616,39616,0.32,Very Good,G,VVS1,60.0,56.0,4.47,4.5,2.69,710
39617,39617,39617,0.26,Ideal,D,VS2,62.2,56.0,4.1,4.13,2.56,710
39618,39618,39618,0.4,Ideal,E,VS2,60.6,56.0,4.79,4.82,2.91,975
39619,39619,39619,0.72,Premium,I,VVS2,62.0,60.0,5.78,5.74,3.57,2553
39620,39620,39620,0.4,Ideal,E,SI1,62.0,58.0,4.68,4.73,2.92,775
39621,39621,39621,0.71,Ideal,D,SI1,61.3,57.0,5.79,5.76,3.53,2719
39622,39622,39622,0.52,Ideal,G,VS1,61.1,57.0,5.19,5.22,3.18,1665
39623,39623,39623,0.3,Ideal,G,VVS2,62.1,58.0,4.27,4.24,2.65,665
39624,39624,39624,0.35,Premium,G,VS1,60.5,59.0,4.53,4.57,2.75,796
39625,39625,39625,0.31,Ideal,G,VVS1,61.9,56.0,4.38,4.36,2.71,1046
39626,39626,39626,0.31,Ideal,D,VS2,61.5,56.0,4.36,4.38,2.69,734
39627,39627,39627,0.3,Ideal,F,VS2,62.0,55.0,4.31,4.24,2.65,604
39628,39628,39628,1.14,Premium,I,SI1,60.9,59.0,6.72,6.78,4.11,4360
39629,39629,39629,1.0,Good,H,SI2,63.7,57.0,6.36,6.41,4.07,3841
39630,39630,39630,0.39,Ideal,F,VS1,61.4,56.0,4.72,4.7,2.9,1085
39631,39631,39631,0.51,Ideal,E,SI1,62.0,55.0,5.14,5.17,3.2,1377
39632,39632,39632,1.71,Ideal,G,VS2,62.3,55.0,7.66,7.61,4.77,15919
39633,39633,39633,1.27,Ideal,G,VS1,61.8,57.0,6.94,6.9,4.28,8743
39634,39634,39634,0.79,Very Good,G,SI2,63.6,56.9,5.85,5.9,3.72,2693
39635,39635,39635,0.34,Ideal,H,VS2,61.1,54.0,4.54,4.58,2.8,541
39636,39636,39636,0.57,Ideal,E,SI1,60.6,55.0,5.35,5.39,3.25,1715
39637,39637,39637,1.03,Premium,E,SI2,61.5,60.0,6.43,6.41,3.95,4306
39638,39638,39638,0.33,Ideal,G,VS2,61.8,55.0,4.45,4.46,2.75,579
39639,39639,39639,0.31,Very Good,H,VVS1,63.0,54.0,4.33,4.36,2.74,667
39640,39640,39640,1.51,Ideal,H,VS1,62.1,57.0,7.32,7.36,4.56,11047
39641,39641,39641,0.94,Very Good,I,SI1,62.1,58.0,6.3,6.37,3.91,3933
39642,39642,39642,0.7,Premium,F,VS2,62.1,59.0,5.67,5.71,3.53,2701
39643,39643,39643,0.31,Ideal,H,VVS2,61.4,55.0,4.37,4.4,2.69,802
39644,39644,39644,0.3,Premium,E,VS2,62.8,59.0,4.3,4.27,2.68,844
39645,39645,39645,0.31,Premium,E,VS2,61.3,59.0,4.36,4.38,2.68,723
39646,39646,39646,1.06,Ideal,G,SI1,62.2,55.0,6.6,6.56,4.09,5444
39647,39647,39647,0.74,Very Good,H,VS1,63.1,56.0,5.72,5.77,3.62,2961
39648,39648,39648,1.52,Premium,F,SI1,61.8,59.0,7.35,7.3,4.53,10138
39649,39649,39649,1.2,Very Good,H,VS1,62.8,61.0,6.66,6.69,4.19,7587
39650,39650,39650,0.72,Ideal,F,VS1,62.0,54.0,5.76,5.79,3.57,3409
39651,39651,39651,0.3,Very Good,E,VS2,62.9,58.0,4.24,4.27,2.68,695
39652,39652,39652,1.01,Premium,I,SI2,63.0,58.0,6.42,6.37,4.02,4016
39653,39653,39653,1.24,Ideal,G,VS2,60.8,57.0,6.97,6.94,4.23,8703
39654,39654,39654,0.51,Very Good,F,VS1,62.5,58.0,5.09,5.11,3.19,1599
39655,39655,39655,0.71,Ideal,D,VS2,62.0,54.0,5.75,5.7,3.56,2850
39656,39656,39656,0.31,Very Good,H,VS1,62.7,54.0,4.31,4.33,2.71,579
39657,39657,39657,0.3,Ideal,G,IF,61.3,57.0,4.32,4.29,2.64,863
39658,39658,39658,0.71,Premium,F,SI2,61.9,60.0,5.72,5.75,3.55,2113
39659,39659,39659,0.27,Ideal,H,VVS2,62.5,54.0,4.12,4.15,2.58,476
39660,39660,39660,0.3,Ideal,H,VS1,61.9,55.0,4.31,4.33,2.67,675
39661,39661,39661,0.32,Premium,G,VVS1,59.5,61.0,4.48,4.44,2.65,956
39662,39662,39662,0.62,Ideal,G,VVS2,61.0,56.0,5.53,5.55,3.37,2671
39663,39663,39663,0.33,Ideal,D,VVS2,61.3,56.0,4.44,4.46,2.73,939
39664,39664,39664,0.39,Ideal,G,SI1,62.3,56.0,4.68,4.64,2.9,855
39665,39665,39665,0.3,Ideal,H,VS1,62.4,55.0,4.29,4.32,2.69,601
39666,39666,39666,0.53,Good,I,VS2,63.4,55.0,5.09,5.15,3.25,1232
39667,39667,39667,2.01,Very Good,D,SI1,62.8,59.0,7.94,8.01,4.99,18059
39668,39668,39668,1.51,Very Good,I,VS2,62.1,60.0,7.36,7.32,4.56,9505
39669,39669,39669,0.55,Premium,G,SI2,61.1,58.0,5.31,5.26,3.23,1193
39670,39670,39670,0.27,Very Good,F,VVS2,62.8,58.0,4.12,4.16,2.6,620
39671,39671,39671,1.22,Very Good,F,VVS2,62.1,59.0,6.78,6.75,4.21,9678
39672,39672,39672,1.52,Ideal,G,VS2,61.7,57.0,7.39,7.37,4.55,13369
39673,39673,39673,2.01,Very Good,H,SI1,61.7,58.0,8.08,7.99,4.96,15609
39674,39674,39674,0.32,Good,D,SI1,63.1,57.0,4.38,4.4,2.77,589
39675,39675,39675,0.25,Very Good,E,VVS2,61.2,58.0,4.08,4.11,2.5,531
39676,39676,39676,1.53,Very Good,I,VS2,60.9,60.0,7.45,7.45,4.53,8537
39677,39677,39677,0.32,Ideal,G,VVS1,61.4,57.0,4.37,4.4,2.69,842
39678,39678,39678,0.29,Very Good,G,VVS1,62.6,56.0,4.24,4.28,2.67,586
39679,39679,39679,0.53,Ideal,H,VS1,61.7,56.0,5.19,5.23,3.21,1738
39680,39680,39680,1.25,Premium,I,SI2,61.5,58.0,7.0,6.94,4.28,4676
39681,39681,39681,0.7,Premium,F,VS2,62.0,57.0,5.68,5.64,3.52,2646
39682,39682,39682,0.77,Very Good,F,VS2,62.3,58.0,5.86,5.84,3.64,3238
39683,39683,39683,0.41,Good,E,SI1,63.8,56.0,4.73,4.68,3.01,755
39684,39684,39684,0.92,Premium,F,SI1,61.4,58.0,6.22,6.29,3.84,3749
39685,39685,39685,0.55,Ideal,G,SI2,61.3,56.0,5.28,5.3,3.24,853
39686,39686,39686,1.2,Premium,H,SI2,62.4,59.0,6.76,6.81,4.23,6048
39687,39687,39687,0.54,Ideal,F,VS2,61.3,56.0,5.25,5.27,3.23,1580
39688,39688,39688,0.72,Very Good,J,VS2,63.2,59.8,5.65,5.62,3.56,1707
39689,39689,39689,0.97,Fair,D,SI1,67.6,57.0,6.14,6.11,4.06,2897
39690,39690,39690,1.22,Good,E,SI1,63.6,58.0,6.73,6.78,4.29,7079
39691,39691,39691,0.58,Ideal,G,VS1,60.9,57.0,5.39,5.42,3.29,1868
39692,39692,39692,0.32,Premium,F,VS2,61.3,58.0,4.44,4.4,2.71,828
39693,39693,39693,0.37,Ideal,E,SI1,62.3,56.0,4.64,4.59,2.87,635
39694,39694,39694,0.71,Ideal,I,SI1,61.3,56.0,5.75,5.78,3.53,2398
39695,39695,39695,0.31,Ideal,H,VS2,62.1,56.0,4.32,4.35,2.69,628
39696,39696,39696,1.03,Premium,D,SI2,58.3,61.0,6.67,6.63,3.88,4413
39697,39697,39697,1.02,Good,F,SI1,63.9,59.0,6.31,6.34,4.04,4712
39698,39698,39698,0.32,Good,F,SI1,63.4,56.0,4.38,4.36,2.77,567
39699,39699,39699,0.72,Very Good,G,VVS2,62.5,57.0,5.68,5.76,3.58,2959
39700,39700,39700,1.22,Ideal,G,VS2,62.7,55.0,6.78,6.83,4.28,6936
39701,39701,39701,0.53,Ideal,G,SI1,61.6,55.0,5.21,5.24,3.22,1388
39702,39702,39702,0.7,Premium,F,SI1,59.8,59.0,5.78,5.73,3.45,2596
39703,39703,39703,0.31,Ideal,D,VS2,60.9,56.0,4.43,4.45,2.7,734
39704,39704,39704,0.51,Ideal,G,SI2,62.7,55.0,5.1,5.08,3.19,1100
39705,39705,39705,0.7,Premium,F,SI1,61.3,58.0,5.75,5.7,3.51,2067
39706,39706,39706,0.57,Ideal,G,SI1,61.6,57.0,5.33,5.38,3.3,1356
39707,39707,39707,0.31,Very Good,G,SI2,63.2,57.0,4.33,4.35,2.73,439
39708,39708,39708,0.41,Ideal,E,VS1,62.3,53.0,4.78,4.8,2.98,1079
39709,39709,39709,1.0,Premium,E,SI2,60.6,60.0,6.45,6.42,3.9,4434
39710,39710,39710,1.5,Very Good,I,SI1,61.6,63.0,7.24,7.27,4.47,7229
39711,39711,39711,0.3,Premium,D,SI1,62.1,60.0,4.29,4.34,2.68,684
39712,39712,39712,1.5,Very Good,D,SI1,60.4,58.0,7.39,7.31,4.45,11677
39713,39713,39713,0.3,Very Good,E,VS2,62.6,55.0,4.26,4.29,2.68,600
39714,39714,39714,1.01,Ideal,G,VS2,61.2,57.0,6.44,6.47,3.96,6559
39715,39715,39715,0.81,Ideal,E,SI2,61.7,57.0,6.0,6.02,3.71,3770
39716,39716,39716,0.4,Ideal,F,VVS2,60.7,57.0,4.75,4.78,2.89,994
39717,39717,39717,0.38,Ideal,E,VVS1,60.9,57.0,4.71,4.75,2.88,1279
39718,39718,39718,0.31,Very Good,H,VVS1,63.1,57.0,4.32,4.34,2.73,638
39719,39719,39719,0.72,Very Good,E,SI1,62.8,54.0,5.74,5.78,3.62,2835
39720,39720,39720,2.09,Premium,H,SI2,60.4,60.0,8.23,8.27,5.0,14945
39721,39721,39721,1.03,Ideal,F,VVS1,59.9,56.0,6.64,6.61,3.97,8869
39722,39722,39722,0.33,Ideal,G,VS1,61.9,55.0,4.44,4.44,2.75,666
39723,39723,39723,0.91,Good,D,SI1,63.6,60.0,6.14,6.09,3.89,4532
39724,39724,39724,0.38,Ideal,D,VVS2,63.0,57.0,4.65,4.62,2.93,1391
39725,39725,39725,0.7,Premium,F,VS1,60.0,58.0,5.85,5.83,3.5,2874
39726,39726,39726,1.05,Ideal,D,I1,62.2,54.0,6.5,6.53,4.06,3816
39727,39727,39727,0.5,Ideal,G,SI1,61.1,58.0,5.1,5.12,3.12,1259
39728,39728,39728,1.0,Premium,F,VVS2,60.8,59.0,6.45,6.41,3.9,8238
39729,39729,39729,0.54,Ideal,F,VS2,62.1,54.0,5.23,5.26,3.26,1692
39730,39730,39730,0.42,Ideal,G,VVS2,62.3,57.0,4.83,4.79,2.99,1052
39731,39731,39731,2.01,Good,I,SI2,61.5,62.0,8.02,8.06,4.93,12257
39732,39732,39732,1.01,Very Good,H,SI1,61.6,61.0,6.37,6.41,3.93,4839
39733,39733,39733,0.42,Premium,G,VVS1,61.0,58.0,4.81,4.84,2.94,1134
39734,39734,39734,0.34,Ideal,F,VVS1,61.7,56.0,4.49,4.45,2.76,997
39735,39735,39735,0.3,Ideal,F,IF,62.0,54.0,4.33,4.35,2.69,947
39736,39736,39736,0.82,Very Good,E,SI1,61.2,55.0,6.05,6.08,3.72,3579
39737,39737,39737,0.33,Very Good,E,SI1,61.3,54.0,4.46,4.48,2.74,714
39738,39738,39738,0.5,Very Good,D,SI1,62.6,58.0,5.06,5.09,3.18,1764
39739,39739,39739,1.21,Premium,D,VS1,61.2,58.0,6.91,6.86,4.21,10581
39740,39740,39740,1.5,Very Good,I,SI1,62.9,57.0,7.22,7.29,4.56,8020
39741,39741,39741,1.01,Good,F,SI1,63.6,56.0,6.29,6.36,4.02,4419
39742,39742,39742,0.31,Premium,G,VVS2,61.6,59.0,4.33,4.31,2.65,907
39743,39743,39743,0.32,Ideal,F,IF,62.0,57.0,4.41,4.44,2.74,1018
39744,39744,39744,0.7,Premium,G,SI2,60.3,56.0,5.81,5.76,3.49,1971
39745,39745,39745,0.34,Premium,E,VVS1,60.4,58.0,4.51,4.54,2.73,1064
39746,39746,39746,1.5,Premium,H,SI1,62.1,62.0,7.34,7.3,4.53,7588
39747,39747,39747,0.41,Ideal,F,VS2,63.0,56.0,4.72,4.73,2.98,975
39748,39748,39748,0.31,Good,E,SI1,63.1,57.0,4.3,4.35,2.73,544
39749,39749,39749,1.2,Premium,H,SI2,62.4,58.0,6.79,6.81,4.25,5280
39750,39750,39750,0.7,Good,I,SI1,63.1,54.0,5.58,5.62,3.51,2061
39751,39751,39751,0.59,Very Good,E,SI1,62.8,56.0,5.32,5.36,3.35,1636
39752,39752,39752,0.32,Premium,H,VS2,61.6,60.0,4.45,4.42,2.73,648
39753,39753,39753,0.31,Ideal,G,VS2,63.0,55.0,4.33,4.3,2.73,698
39754,39754,39754,0.7,Ideal,G,VS2,61.4,56.0,5.71,5.75,3.52,2792
39755,39755,39755,1.56,Premium,I,SI1,62.0,59.0,7.47,7.4,4.6,8265
39756,39756,39756,1.51,Premium,G,VS2,62.7,59.0,7.28,7.31,4.57,10639
39757,39757,39757,0.52,Ideal,D,VS2,62.3,55.0,5.14,5.12,3.19,1822
39758,39758,39758,1.21,Very Good,H,VS2,62.3,60.0,6.79,6.67,4.19,4936
39759,39759,39759,1.33,Premium,D,VS2,62.3,59.0,7.07,7.04,4.39,9836
39760,39760,39760,0.7,Ideal,I,VS2,62.0,55.0,5.71,5.74,3.55,2177
39761,39761,39761,0.9,Very Good,J,VS2,61.8,58.0,6.15,6.2,3.81,3136
39762,39762,39762,1.71,Ideal,I,VS1,60.6,56.0,7.67,7.73,4.67,11045
39763,39763,39763,0.54,Very Good,F,VS1,59.2,58.0,5.31,5.36,3.16,1819
39764,39764,39764,0.31,Very Good,D,SI2,62.7,57.0,4.35,4.39,2.74,462
39765,39765,39765,0.31,Very Good,D,VS2,62.3,59.0,4.32,4.36,2.7,566
39766,39766,39766,0.3,Ideal,G,IF,62.0,55.0,4.29,4.31,2.67,995
39767,39767,39767,1.01,Very Good,F,VVS2,61.3,59.0,6.49,6.54,3.99,9845
39768,39768,39768,1.01,Premium,G,SI1,62.1,59.0,6.42,6.34,3.96,5006
39769,39769,39769,0.46,Very Good,F,VS2,59.5,60.0,5.05,5.08,3.02,1056
39770,39770,39770,1.54,Very Good,G,VS2,62.9,59.0,7.31,7.35,4.61,12388
39771,39771,39771,0.27,Ideal,H,VVS1,62.5,57.0,4.07,4.09,2.55,620
39772,39772,39772,0.41,Ideal,D,SI1,61.3,56.0,4.81,4.78,2.95,772
39773,39773,39773,0.3,Ideal,D,VS2,62.1,57.0,4.33,4.29,2.68,911
39774,39774,39774,0.73,Ideal,E,VS2,61.7,55.0,5.8,5.83,3.59,3127
39775,39775,39775,1.33,Premium,H,SI2,61.9,58.0,7.07,7.03,4.35,6221
39776,39776,39776,0.42,Ideal,G,IF,62.5,57.0,4.79,4.77,2.98,1031
39777,39777,39777,1.03,Ideal,F,VS2,62.6,56.0,6.43,6.46,4.04,6933
39778,39778,39778,1.05,Ideal,D,SI1,62.3,55.0,6.54,6.5,4.06,6153
